DIRECTORIO,REGION,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato
7122549,9,1,1,5,7,4, 
7122551,9,1,1,1,4,4,2
7122555,9,1,1,1,4,4,2
7122557,9,1,1,5,5,4,9
7122559,9,1,1,4,5,4,1
7122560,9,1,3,5,5,4,1
7122562,9,1,1,8,7,4,1
7122563,9,1,2,5,2,4,1
7122564,9,1,3,5,5,4,1
7122565,9,1,1,5,6,4,1
7122566,9,1,1,1,6,4,1
7122567,9,1,1,1,6,4,1
7122569,9,1,1,5,5,4,1
7122570,9,1,1,8,7,4,1
7122571,9,1,1,1,4,4,1
7122572,9,1,1,1,4,4,1
7122573,9,1,2,1,4,4,1
7122575,9,1,1,5,5,4, 
7122577,9,1,1,5,5,4,1
7122579,9,1,1,3,6,4,1
7122585,9,1,1,5,5,4,1
7122587,9,1,1,5,6,4,1
7122588,9,1,1,6,5,4,1
7122590,9,1,2,1,6,4,1
7122591,9,1,1,5,5,4,1
7122593,9,1,1,5,5,4,1
7122594,9,1,1,5,5,4,1
7122597,9,1,1,1,4,4,1
7122599,9,1,1,5,5,4,1
7122601,9,1,1,1,6,4,2
7122603,9,1,1,5,6,4,1
7122604,9,1,1,5,5,4,1
7122606,9,1,2,1,6,4,1
7122607,9,1,1,1,6,4,1
7122608,9,1,1,5,4,4,1
7122609,9,1,1,5,6,4,1
7122610,9,1,1,1,4,4,1
7122611,9,1,1,5,5,4,1
7122612,9,1,1,5,5,4,1
7122613,9,1,1,1,4,4,1
7122615,9,1,1,5,5,4,1
7122616,9,1,1,5,5,4,1
7122618,9,1,1,5,5,4,1
7122619,9,1,1,1,6,4,1
7122620,9,1,1,1,4,4,1
7122622,9,1,1,5,5,4,1
7122623,9,1,1,5,6,4,1
7122624,9,1,1,6,6,4,1
7122625,9,1,1,1,5,4,1
7122626,9,1,1,1,2,4,0
7122628,9,1,3,1,6,4,1
7122629,9,1,1,5,5,4,1
7122631,9,1,3,1,6,4,1
7122632,9,1,3,5,6,4,1
7122633,9,1,3,1,6,4,1
7122634,9,1,3,1,6,4,1
7122635,9,1,3,1,6,4,1
7122636,9,1,1,5,2,4,1
7122637,9,1,3,5,5,4,1
7122639,9,1,1,5,5,4,1
7122641,9,1,1,1,4,4,1
7122642,9,1,1,5,7,4,1
7122643,9,1,1,5,6,4,1
7122650,9,1,1,5,5,4,1
7122651,9,1,1,5,6,4,1
7122652,9,1,1,5,6,4,0
7122653,9,1,1,5,5,4, 
7122654,9,1,1,5,5,4,1
7122655,9,1,1,5,5,4,1
7122657,9,1,1,5,6,4,1
7122659,9,1,1,1,4,4,1
7122661,9,1,1,5,5,4,1
7122664,9,1,1,1,6,4,1
7122667,9,1,1,1,6,4,1
7122668,9,1,2,5,2,4,1
7122670,9,1,2,1,6,4,1
7122673,9,1,1,1,6,4,1
7122674,9,1,1,1,6,4,1
7122675,9,1,1,1,4,4,1
7122677,9,1,1,1,6,4,1
7122679,9,1,1,1,6,4,1
7122680,9,1,1,1,7,4,1
7122683,9,1,1,1,4,4,1
7122686,9,1,1,1,6,4,1
7122688,9,1,1,1,6,3,1
7122689,9,1,1,1,6,4,2
7122691,9,1,1,1,4,4,1
7122692,9,1,1,1,6,4,2
7122693,9,1,1,1,4,4,1
7122694,9,1,2,1,6,4,1
7122696,9,1,3,5,6,4,1
7122697,9,1,1,1,5,4,2
7122698,9,1,1,1,6,4,1
7122699,9,1,1,1,6,4,1
7122700,9,1,3,1,6,4,1
7122701,9,1,3,1,4,4,1
7122702,9,1,3,1,4,4,1
7122703,9,1,2,8,6,4,1
7122704,9,1,1,1,7,3,1
7122705,9,1,1,1,6,4,2
7122706,9,1,2,1,6,3,2
7122707,9,1,1,5,6,4,1
7122708,9,1,2,1,4,4,2
7122709,9,1,1,1,4,4,1
7122710,9,1,2,1,4,3,1
7122711,9,1,2,1,4,3,1
7122712,9,1,3,1,6,4,1
7122713,9,1,1,5,6,4,1
7122714,9,1,1,5,4,4,1
7122715,9,1,2,5,4,4,1
7122716,9,1,1,1,4,4,2
7122717,9,1,1,1,2,4,1
7122718,9,1,1,1,6,3,1
7122720,9,1,1,1,2,4,1
7122722,9,1,3,1,4,4,2
7122723,9,1,1,1,4,4,2
7122724,9,1,3,1,4,4,2
7122725,9,1,1,1,6,4,1
7122727,9,1,1,1,6,5,2
7122728,9,1,1,1,6,4,1
7122729,9,1,1,1,4,4,1
7122730,9,1,1,5,6,4,1
7122731,9,1,3,5,6,4,1
7122732,9,1,1,5,6,4,1
7122733,9,1,3,5,6,4,1
7122734,9,1,1,5,2,4,1
7122735,9,1,1,1,4,4,2
7122736,9,1,2,1,4,4,2
7122737,9,1,1,5,5,4,1
7122738,9,1,1,5,2,4,1
7122739,9,1,1,5,5,4,1
7122740,9,1,1,1,4,4,2
7122741,9,1,1,5,5,4,1
7122742,9,1,1,1,6,4,2
7122743,9,1,3,1,4,4,1
7122745,9,1,1,1,4,1,2
7122746,9,1,1,1,4,4,1
7122747,9,1,1,1,6,4,1
7122748,9,1,1,1,4,4,2
7122749,9,1,1,5,6,4,1
7122750,9,1,1,1,6,4,1
7122751,9,1,1,1,4,4,1
7122752,9,1,1,5,4,4,1
7122754,9,1,1,5,6,4,1
7122755,9,1,1,1,2,4,1
7122757,9,1,1,5,6,4,1
7122758,9,1,2,1,4,4,1
7122759,9,1,1,5,5,4,1
7122760,9,1,2,1,4,1,1
7122761,9,1,1,5,5,4,1
7122762,9,1,3,5,6,4,2
7122763,9,1,1,1,6,4,1
7122765,9,1,2,1,4,4,2
7122766,9,1,1,5,5,4,1
7122767,9,1,1,5,5,4,1
7122768,9,1,1,5,5,4, 
7122769,9,1,1,1,4,3,1
7122770,9,1,3,1,4,4,1
7122773,9,2,1,5,6,4,9
7122774,9,2,1,1,6,4,9
7122776,9,2,1,5,6,4,1
7122778,9,2,1,5,5,4,1
7122779,9,2,1,1,7,4,1
7122780,9,2,1,1,6,4,1
7122781,9,2,1,5,5,4,1
7122782,9,2,1,1,4,4,2
7122783,9,2,1,5,6,4, 
7122784,9,2,1,1,6,4,1
7122785,9,2,1,5,6,4,2
7122787,9,2,1,1,6,4,1
7122788,9,2,1,5,7,4,1
7122789,9,2,1,5,6,4,1
7122791,9,2,1,1,6,4,0
7122792,9,2,1,5,6,4,1
7122793,9,2,1,5,6,4,1
7122795,9,2,1,5,7,4,1
7122797,9,2,1,1,6,4, 
7122799,9,2,1,5,4,4,1
7122800,9,2,1,5,6,4,1
7122802,9,2,1,5,7,4,1
7122803,9,2,1,1,4,4,1
7122804,9,2,1,5,4,4,0
7122805,9,2,1,1,4,4,1
7122806,9,2,1,1,4,4,1
7122807,9,2,1,1,6,4,1
7122808,9,2,1,5,7,4,1
7122809,9,2,1,1,6,4,1
7122810,9,2,1,1,3,3,3
7122811,9,2,1,1,6,4,1
7122812,9,2,1,5,7,4,1
7122814,9,2,1,5,6,4,1
7122815,9,2,1,1,7,4,0
7122816,9,2,1,1,6,4,1
7122817,9,2,1,5,6,4,1
7122818,9,2,1,1,4,4,2
7122819,9,2,3,1,6,4, 
7122820,9,2,1,1,6,4, 
7122821,9,2,1,5,6,4,1
7122822,9,2,1,5,6,4,1
7122823,9,2,1,5,6,4,1
7122824,9,2,1,1,6,4,1
7122826,9,2,1,1,6,4,1
7122829,9,2,1,5,7,4,1
7122831,1,1,2,1,6,3,2
7122832,1,1,2,1,4,3,2
7122833,1,1,2,1,4,2,2
7122834,1,1,2,1,4,3,2
7122835,1,1,1,1,4,3,2
7122837,1,1,1,1,6,3,1
7122838,1,1,2,1,4,3,1
7122839,1,1,1,1,6,3,1
7122840,1,1,2,1,4,3,1
7122841,1,1,2,1,6,3,1
7122843,1,1,1,1,4,3,3
7122844,1,1,1,1,4,3,3
7122845,1,1,1,1,4,3,3
7122847,1,1,1,1,4,3,3
7122848,1,1,1,1,4,1,3
7122849,1,1,2,1,4,1,1
7122850,1,1,2,1,6,3,1
7122851,1,1,2,1,4,1,1
7122853,1,1,2,1,6,3,1
7122855,1,2,2,1,4,3,1
7122858,1,2,1,1,4,3,1
7122860,1,2,1,1,4,3,1
7122861,1,2,1,1,4,3,1
7122862,1,2,1,5,6,3,0
7122863,1,2,2,1,4,1,1
7122865,1,2,1,1,6,3,1
7122866,1,2,1,1,6,3,1
7122867,1,2,1,1,6,3,1
7122868,1,2,2,1,6,3,1
7122869,1,2,2,1,6,3,1
7122870,1,2,2,1,6,3,1
7122873,1,2,2,1,4,3,1
7122874,1,2,2,1,4,3,1
7122880,1,2,1,1,4,1,2
7122881,1,2,1,1,6,3,2
7122888,1,2,1,1,4,3,2
7122889,1,1,2,1,4,1,2
7122890,1,1,3,1,6,3,2
7122891,1,1,2,1,4,1,2
7122892,1,1,1,1,4,4,2
7122893,1,1,1,1,4,3,2
7122895,1,1,1,4,7,4,0
7122897,1,1,2,1,6,3,1
7122898,1,1,1,1,6,3,1
7122899,1,1,1,1,4,3,1
7122900,1,1,2,1,6,4,0
7122901,1,1,1,1,4,1,1
7122902,1,1,1,1,6,4,1
7122903,1,1,1,1,4,3,1
7122904,1,1,1,1,6,3,1
7122905,1,1,2,1,6,3,1
7122909,1,1,2,1,6,3,0
7122911,1,1,1,1,4,3,1
7122912,1,1,1,1,4,3,1
7122913,1,1,2,1,4,1,2
7122914,1,1,1,1,6,3,1
7122915,1,1,1,1,4,3,1
7122916,1,1,2,1,4,1,1
7122918,1,1,1,1,6,3,1
7122919,1,1,2,1,4,1,1
7122920,1,1,1,1,4,3,1
7122921,1,1,2,1,4,3,1
7122922,1,1,1,1,4,1,1
7122923,1,1,1,1,6,4,1
7122924,1,1,1,1,4,1,1
7122925,1,1,2,1,4,1,1
7122926,1,1,2,1,4,1,1
7122927,1,1,1,1,4,1,2
7122929,1,1,2,1,4,1,1
7122931,1,1,1,1,4,3,1
7122932,1,1,1,1,4,1,2
7122934,1,1,2,1,4,1,1
7122935,1,1,1,1,4,1,2
7122936,1,1,1,1,4,3,2
7122937,1,1,2,1,4,1,1
7122939,1,1,1,1,4,1,2
7122940,1,1,1,1,4,1,2
7122941,1,1,1,1,4,1,2
7122942,1,1,1,1,4,1,2
7122943,1,1,1,1,7,4,1
7122945,1,1,5,8,7,4,0
7122946,1,1,1,1,7,4,9
7122947,1,1,1,4,7,4,1
7122948,1,1,1,1,6,3,1
7122949,1,1,1,1,6,3,1
7122950,1,1,1,1,6,3,1
7122951,1,1,1,1,6,3,1
7122952,1,1,1,1,6,3,1
7122953,1,1,1,1,6,3,1
7122955,1,1,1,1,6,3,1
7122956,1,1,2,1,4,3,2
7122957,1,1,1,1,6,3,1
7122958,1,1,1,1,6,3,2
7122959,1,1,1,1,6,3,1
7122960,1,1,2,1,4,1,2
7122961,1,1,2,1,4,1,1
7122963,1,1,2,1,6,4,1
7122964,1,1,1,1,6,6,1
7122986,1,1,1,1,6,4,2
7122987,1,1,1,1,7,4,1
7122988,1,1,1,1,6,4,1
7122989,1,1,1,3,6,6,1
7122990,1,1,1,3,6,6,1
7122991,1,1,1,3,6,4,1
7122992,1,1,1,1,6,3,1
7122993,1,1,1,3,6,4,1
7122994,1,1,1,1,4,3,1
7122995,1,1,1,3,7,6,1
7122996,1,1,1,1,4,3,1
7122997,1,1,1,5,7,4,1
7122999,1,1,1,3,6,4,1
7123000,1,1,1,3,7,6,1
7123001,1,1,1,1,6,4,1
7123002,1,1,1,3,6,4,1
7123003,1,1,1,5,6,4,1
7123004,1,1,1,3,4,3,1
7123005,1,1,1,3,6,4,1
7123006,1,1,1,3,6,4,1
7123007,1,1,1,3,6,4,1
7123008,1,1,1,3,6,4,1
7123009,1,1,1,1,6,3,1
7123011,1,1,1,1,4,3,2
7123012,1,1,1,1,4,1,2
7123015,1,1,1,1,4,3,2
7123017,1,1,1,1,4,3,2
7123021,1,1,2,1,4,1,2
7123022,1,1,2,1,4,3,1
7123023,1,1,1,1,4,3,3
7123024,1,1,2,1,4,3,2
7123027,1,1,1,1,4,3,3
7123028,1,1,1,1,4,3,3
7123029,1,1,2,1,4,3,2
7123030,1,1,1,1,4,3,3
7123031,1,1,2,1,4,1,1
7123032,1,1,2,1,4,3,2
7123033,1,1,1,1,4,3,2
7123034,1,1,2,1,6,3,2
7123035,1,1,2,1,4,3,3
7123036,1,1,2,1,4,3,3
7123037,1,1,2,1,4,3,3
7123038,1,1,2,1,6,1,2
7123039,1,1,2,1,4,3,3
7123041,1,1,1,1,4,1,3
7123042,1,1,1,1,4,3,3
7123043,1,1,2,1,4,3,2
7123044,1,1,2,1,6,3,3
7123045,1,1,1,1,6,1,2
7123046,1,1,1,1,4,3,2
7123047,1,1,1,1,4,3,2
7123050,1,1,2,1,4,3,2
7123051,1,1,2,1,6,3,2
7123053,1,1,1,1,4,3,2
7123055,1,1,1,1,4,1,3
7123056,1,1,2,1,4,3,2
7123059,1,1,2,1,4,1,1
7123060,1,1,1,1,4,3,1
7123061,1,1,2,1,4,3,2
7123063,1,1,2,1,4,1,2
7123064,1,1,2,5,4,1,2
7123067,1,1,2,1,6,3,1
7123068,1,1,2,1,6,3,1
7123069,1,1,2,1,4,3,2
7123070,1,1,1,1,4,3,1
7123072,1,1,2,1,4,3,2
7123073,1,1,1,1,6,3,1
7123074,1,1,2,5,6,4,1
7123076,1,1,1,1,6,3,2
7123077,1,1,1,1,4,3,2
7123078,1,1,2,1,6,3,1
7123079,1,1,1,1,6,3,2
7123081,1,1,1,1,6,2,2
7123082,1,1,1,1,6,3,2
7123083,1,1,1,1,6,3,2
7123085,1,1,1,1,6,3,2
7123086,1,1,1,1,4,3,2
7123089,1,1,3,1,6,3, 
7123092,1,1,1,1,6,4,1
7123093,1,1,1,4,7,3,0
7123094,1,1,1,1,6,3,1
7123095,1,1,1,1,7,3,0
7123098,1,1,1,1,6,3,2
7123099,1,1,1,4,6,4,1
7123100,1,1,1,1,4,3,2
7123101,1,1,1,1,4,3,2
7123102,1,1,2,1,6,3,1
7123103,1,1,1,1,6,3,1
7123104,1,1,1,1,6,3,1
7123105,1,1,1,1,6,3,1
7123107,1,1,1,1,4,3,1
7123108,1,1,1,1,6,3,2
7123109,1,1,1,1,4,3,2
7123110,1,1,1,1,4,3,2
7123111,1,1,1,1,6,3,2
7123112,1,1,1,1,4,3,1
7123113,2,2,1,1,6,2,6
7123115,2,2,1,1,4,3,1
7123118,2,2,1,1,6,3,6
7123120,2,2,1,1,4,3,1
7123121,2,2,1,1,6,3,9
7123122,2,2,1,3,6,4,1
7123123,2,2,1,1,6,3,6
7123124,2,2,1,1,6,3,6
7123125,2,2,1,2,6,4,6
7123126,2,2,1,1,4,1,9
7123130,2,2,1,1,4,3,2
7123131,2,2,1,1,6,4,6
7123132,2,2,1,1,4,3,9
7123133,2,2,1,1,6,3,6
7123134,2,2,1,1,6,3,6
7123136,2,2,1,1,4,3,5
7123137,2,2,1,1,6,3,6
7123138,2,2,1,1,4,4,4
7123140,2,2,1,1,6,3,6
7123143,2,2,1,1,2,3,6
7123144,2,2,1,1,5,3,0
7123145,2,2,1,1,4,3,4
7123146,2,2,1,1,6,2,6
7123147,2,2,1,1,6,3,6
7123149,2,2,1,1,4,2,9
7123150,2,2,1,1,4,3,5
7123158,3,1,2,1,6,4,1
7123160,3,1,2,1,6,4,1
7123161,3,1,1,1,6,4,1
7123162,3,1,2,1,6,4,1
7123163,3,1,2,1,4,4,1
7123164,3,1,2,1,4,1,2
7123165,3,1,1,1,4,1,2
7123168,3,1,1,1,6,4,2
7123169,3,1,1,1,4,4,2
7123170,3,1,1,1,6,4,1
7123171,3,1,2,1,4,4,1
7123172,3,1,1,1,4,4,1
7123173,3,1,1,1,6,4,1
7123174,3,1,1,1,6,4,1
7123175,3,1,1,1,6,4,1
7123176,3,1,1,1,6,4,1
7123177,3,1,2,1,6,4,1
7123178,3,1,3,1,4,4,1
7123179,3,1,2,1,6,4,1
7123180,3,1,1,1,4,4,1
7123181,3,1,2,1,6,4,1
7123182,3,1,1,1,6,4,1
7123183,3,1,2,1,6,4,1
7123184,3,1,2,1,6,4,1
7123185,3,1,1,5,7,4,1
7123186,3,1,1,1,6,4,1
7123187,3,1,1,1,6,4,1
7123188,3,1,2,1,4,4,1
7123189,3,1,2,1,4,4,1
7123190,3,1,1,1,6,4,1
7123191,3,1,1,1,6,4,1
7123192,3,1,1,1,6,4,1
7123193,3,1,1,1,4,4,1
7123194,3,1,1,1,6,4,1
7123195,3,1,1,1,6,4,3
7123196,3,1,1,1,6,4,1
7123197,3,1,1,1,6,4,1
7123198,3,1,1,1,6,4,1
7123199,3,1,1,1,6,4,1
7123200,3,1,1,1,6,4,1
7123201,3,1,1,1,6,4,1
7123202,3,1,1,1,6,4,1
7123203,3,1,1,1,6,4,1
7123204,3,1,1,1,6,4,1
7123205,3,1,1,1,6,4,1
7123206,3,2,1,5,6,4,1
7123207,3,2,1,1,6,4,2
7123208,3,2,1,1,6,4,1
7123209,3,2,1,1,4,4,1
7123210,3,2,1,1,6,4,1
7123212,3,2,1,1,6,4,1
7123213,3,2,1,1,4,4,1
7123214,3,2,1,1,6,4,1
7123215,3,2,1,1,6,4,2
7123216,3,2,1,1,6,4,8
7123217,3,2,1,1,6,4,1
7123218,3,2,1,1,6,4,1
7123219,3,2,1,5,6,4,1
7123220,3,2,1,6,6,4,1
7123221,3,2,1,1,6,4,1
7123222,3,2,1,5,6,4,1
7123223,3,2,1,1,6,4,1
7123224,3,2,1,1,6,4,1
7123225,3,2,1,1,4,4,1
7123226,3,2,1,1,6,4,2
7123227,3,2,1,1,6,4,1
7123230,2,1,2,1,4,1,3
7123231,2,1,2,1,4,1,5
7123232,2,1,2,1,2,1,5
7123233,2,1,2,1,4,1,5
7123234,2,1,2,1,4,1,5
7123235,2,1,2,1,4,1,5
7123236,2,1,1,1,7,3,3
7123237,2,1,2,1,4,1,5
7123238,2,1,2,1,4,1,5
7123239,2,1,2,1,6,3,1
7123240,2,1,1,1,4,1,1
7123241,2,1,2,1,4,1,1
7123242,2,1,1,1,4,3,2
7123243,2,1,2,1,4,1,1
7123244,2,1,2,1,4,3,3
7123245,2,1,1,1,4,1,3
7123247,2,1,1,1,4,1,1
7123248,2,1,2,1,4,1,1
7123249,2,1,2,1,6,3,2
7123250,2,1,2,1,4,3,3
7123251,2,1,2,1,4,1,3
7123252,2,1,2,1,4,3,2
7123253,2,1,2,1,4,1,2
7123255,2,1,2,1,4,3,2
7123256,2,1,3,1,4,4,3
7123258,2,1,1,1,4,4,3
7123259,2,1,1,1,4,3,3
7123260,2,1,1,1,4,4,3
7123261,2,1,2,1,4,4,3
7123262,2,1,1,1,4,3,3
7123263,2,1,1,1,4,4,3
7123264,2,1,1,1,4,4,3
7123265,2,1,2,1,4,3,3
7123266,2,1,2,1,4,3,3
7123267,2,1,2,1,4,3,3
7123268,2,1,2,1,4,3,3
7123269,2,1,2,1,4,1,3
7123270,2,1,2,1,4,4,2
7123273,2,1,1,1,4,4,2
7123274,2,1,2,1,4,1,3
7123275,2,1,2,1,4,4,3
7123276,2,1,2,1,4,1,5
7123282,7,1,2,1,4,1,5
7123283,7,1,1,1,4,2,4
7123284,7,1,1,1,4,2,4
7123285,7,1,2,1,4,1,5
7123286,7,1,2,1,4,1,5
7123289,7,1,2,1,4,1,5
7123290,4,1,1,1,6,2,2
7123291,4,1,1,1,4,3,2
7123292,4,1,3,1,6,2,2
7123293,4,1,1,1,6,2,2
7123294,4,1,1,1,4,1,2
7123297,4,1,3,1,6,2,2
7123298,4,1,3,1,6,2,2
7123299,4,1,3,1,6,2,2
7123300,4,1,2,1,4,1,3
7123301,4,1,1,1,4,1,3
7123302,4,1,2,1,4,1,3
7123306,4,1,1,7,6,7,1
7123307,4,1,2,1,6,4,1
7123308,4,1,1,3,7,4,1
7123311,4,1,2,1,6,1,1
7123312,4,1,3,1,4,1,3
7123313,4,1,2,1,4,1,2
7123314,4,1,2,1,4,1,2
7123315,4,1,2,1,4,2,3
7123316,4,1,3,1,4,1,2
7123317,4,1,2,1,4,1,3
7123318,4,1,2,1,4,1,3
7123320,4,1,2,1,6,1,2
7123321,4,1,1,1,6,3,2
7123322,4,1,1,3,6,4,2
7123323,4,1,2,1,6,3,1
7123324,4,1,1,1,6,3,2
7123327,4,1,1,1,4,3,3
7123328,4,1,1,1,6,3,3
7123330,4,1,1,1,6,4,2
7123331,4,1,1,1,6,2,2
7123332,4,1,1,1,4,3,2
7123333,4,1,1,1,4,3,2
7123334,4,1,1,1,6,3,2
7123335,4,1,1,3,6,4,2
7123336,4,1,1,1,6,3,2
7123338,3,1,1,1,6,4,3
7123339,3,1,1,3,6,2,3
7123340,3,1,1,1,6,4,3
7123341,3,1,1,1,4,5,2
7123342,3,1,1,1,4,1,2
7123343,3,1,1,1,6,4,2
7123344,3,1,1,1,6,4,2
7123348,3,2,1,1,4,4,2
7123349,3,2,1,1,6,4,2
7123352,3,2,1,1,6,4,2
7123354,3,2,1,1,4,4,2
7123355,3,2,1,1,6,4,2
7123356,3,2,1,1,4,4,2
7123357,3,2,1,1,6,4,2
7123358,3,2,1,1,6,4,2
7123359,3,2,1,1,6,4,2
7123360,3,2,1,1,6,4,2
7123361,3,2,1,5,7,4,0
7123362,3,2,1,8,7,4,0
7123365,3,2,1,1,6,4,0
7123366,3,2,1,5,6,4,0
7123368,3,2,1,5,5,4,0
7123370,3,2,1,5,6,4,0
7123371,3,2,1,5,6,4,0
7123373,3,2,1,1,4,4,1
7123375,3,2,1,5,6,4,1
7123377,3,2,1,1,6,4,1
7123378,3,2,1,1,6,1,2
7123380,3,2,1,1,4,4,1
7123381,3,2,1,6,6,4, 
7123382,3,2,1,5,6,4,2
7123384,3,2,1,1,6,4,0
7123385,3,1,1,5,6,4,1
7123386,3,1,1,1,6,4,1
7123387,3,1,3,1,6,4,2
7123388,3,1,1,1,6,4,2
7123389,3,1,1,1,6,4,2
7123390,3,1,1,1,6,4,2
7123391,3,1,1,1,6,4,2
7123392,3,1,2,1,4,1,1
7123393,3,1,2,1,4,1,2
7123394,3,1,2,1,4,1,1
7123395,4,1,1,1,6,1,1
7123396,4,1,2,1,4,4,1
7123397,4,1,1,5,5,4,1
7123398,4,1,1,1,4,1,1
7123399,4,1,1,1,4,4,1
7123400,4,1,1,1,4,4,2
7123401,4,1,1,1,4,4,1
7123402,4,1,1,1,4,4,1
7123403,4,1,1,1,6,1,1
7123404,4,1,1,1,6,4,1
7123405,4,1,2,1,4,4,1
7123406,4,1,1,1,4,4,1
7123407,4,1,1,1,6,4,1
7123408,4,1,2,1,4,4,1
7123409,9,1,1,1,6,4,2
7123410,9,1,1,5,6,4,9
7123411,9,1,1,3,7,4,1
7123412,9,1,2,1,4,4,3
7123415,9,1,1,1,6,4,2
7123416,9,1,1,1,6,3,2
7123418,9,1,1,5,6,4,2
7123419,9,1,1,1,6,4,2
7123421,9,1,1,5,6,4,1
7123422,9,1,1,5,6,4,2
7123423,9,1,2,1,6,4,2
7123424,9,1,1,1,6,4,3
7123425,9,1,1,5,6,4,1
7123426,9,1,1,5,6,4,2
7123427,9,1,1,1,6,4,1
7123428,9,1,1,5,6,4,2
7123429,9,1,1,1,4,4,2
7123430,9,1,1,1,4,4,3
7123431,9,1,2,1,4,4,3
7123435,9,1,1,4,6,4,1
7123437,9,1,1,1,6,4,2
7123438,9,1,3,5,6,4,2
7123439,9,1,2,1,4,4,2
7123441,9,1,1,5,6,4,2
7123442,9,1,1,5,6,4,1
7123443,9,1,1,5,6,4,1
7123444,9,1,1,1,4,4,2
7123445,9,1,1,1,6,4,2
7123447,9,1,1,1,4,1,2
7123448,9,1,1,1,4,1,2
7123452,9,1,1,5,6,4,1
7123455,9,1,1,5,6,4,2
7123459,9,1,1,5,6,4,2
7123460,9,1,1,1,7,4,1
7123462,9,1,1,1,6,4,1
7123463,9,1,1,1,6,4,2
7123464,9,1,1,7,6,4,1
7123469,9,1,1,5,6,4,2
7123470,9,1,2,1,4,4,2
7123471,9,1,2,1,4,1,2
7123472,9,1,2,1,4,4,2
7123473,9,1,1,1,4,4,2
7123474,9,1,1,1,6,4,1
7123475,9,1,3,5,6,4,2
7123476,9,1,1,1,6,4,2
7123478,9,1,1,1,6,4,1
7123480,9,1,2,1,4,4,2
7123494,9,1,1,1,4,1,1
7123495,9,1,1,1,4,1,1
7123496,9,1,2,1,4,3,9
7123497,9,1,1,1,4,1,1
7123498,9,1,1,1,4,3,1
7123499,9,1,1,1,4,1,1
7123500,9,1,1,1,4,3,1
7123501,9,1,1,1,4,3,1
7123503,9,1,2,1,4,1,1
7123504,9,1,2,1,4,1,1
7123505,9,1,1,1,4,1,1
7123507,9,1,2,1,4,1,1
7123508,9,1,2,1,4,1,1
7123509,9,1,1,1,4,1,1
7123510,9,1,1,1,4,3,1
7123512,9,1,2,1,4,3,1
7123513,9,1,2,1,6,3,1
7123515,9,1,1,1,6,3,1
7123516,9,1,2,1,4,1,2
7123517,9,1,1,1,6,4,1
7123518,9,1,2,1,4,1,2
7123519,9,1,2,1,4,1,2
7123520,9,1,1,1,4,3,2
7123521,9,1,1,1,6,3,1
7123522,9,1,2,1,4,1,2
7123523,9,1,2,1,4,1,2
7123524,9,1,1,1,4,1,1
7123525,9,1,2,1,4,4,2
7123529,9,1,3,1,6,3,2
7123530,9,1,3,1,6,3,2
7123531,9,1,3,1,6,3,2
7123532,9,1,2,1,4,1,1
7123533,9,1,3,1,4,1,2
7123534,9,1,2,1,6,1,2
7123535,9,1,1,1,6,3,1
7123537,9,1,1,5,6,4,1
7123539,9,1,1,1,4,1,1
7123541,9,1,1,5,6,4,1
7123542,9,1,1,5,6,4,1
7123543,9,1,1,1,6,4,1
7123544,9,1,1,1,6,4,1
7123545,9,1,2,1,6,4,1
7123546,9,1,3,1,6,4,1
7123547,9,1,3,1,6,4,1
7123548,9,1,1,1,7,4,1
7123549,9,2,1,1,6,3,1
7123550,9,2,1,5,5,4,1
7123551,9,2,1,5,5,4,1
7123552,9,2,1,5,5,4,1
7123553,9,1,1,5,6,4,2
7123554,9,1,1,5,6,4,1
7123556,9,2,1,1,4,3,1
7123557,9,2,1,1,4,3,1
7123558,9,1,1,1,4,3,1
7123559,9,1,1,7,5,4,1
7123560,9,1,1,1,6,4,1
7123564,9,1,1,1,4,3,2
7123565,9,1,1,1,6,4,1
7123566,9,1,1,1,6,4,1
7123567,9,1,1,1,4,1,2
7123568,9,1,1,1,4,3,1
7123569,9,1,3,1,4,4,1
7123570,9,1,3,1,4,4,1
7123571,9,1,1,1,4,4,1
7123573,9,1,1,1,4,3,2
7123574,9,1,1,1,6,4,1
7123575,9,1,1,5,6,4,1
7123576,9,1,1,5,6,4,1
7123577,9,1,1,1,6,4,0
7123578,9,1,1,1,4,4,1
7123579,9,1,1,5,6,4,1
7123580,9,1,1,1,6,4,1
7123581,9,2,1,1,7,4,1
7123583,9,1,1,5,5,4, 
7123585,9,2,3,1,6,4,1
7123586,9,2,3,1,6,3,1
7123587,9,2,3,1,6,3,1
7123588,9,2,3,1,6,3,1
7123589,9,2,3,1,4,4,1
7123590,9,1,1,1,6,4,1
7123593,9,1,1,1,4,4,2
7123594,9,1,3,1,6,4,1
7123595,9,1,1,1,4,1,2
7123596,9,1,1,1,4,3,1
7123597,9,1,2,1,4,4,1
7123598,9,1,3,1,6,1,1
7123599,9,1,1,1,4,4,1
7123600,9,1,2,1,6,4,1
7123601,9,2,1,1,6,4,1
7123602,9,2,1,1,6,1,1
7123603,9,2,1,1,6,3,1
7123604,9,2,1,1,4,3,1
7123605,9,1,1,1,4,4,1
7123606,9,1,1,1,4,3,1
7123607,9,1,1,5,6,4,1
7123608,9,1,1,1,6,4,1
7123610,9,1,1,1,6,4,1
7123611,9,1,1,5,6,4,1
