DIRECTORIO,REGION,CANT_HOGARES_VIVIENDA,Ubicacion,Tipo_vivienda,Material_exterior,Material_piso,Material_techo,Estrato,SECUENCIA_ENCUESTA_x,Num_Cuartos,Num_cuartos_para_dormir,Ingreso_hogar,Ingreso_percapita,cantidad_personas,Recibieron_Subsidio,Dinero_subsidio,Veces_lavadora,Tamaño_nevera,Horas_pc,Pago_energia,Pago_gas,SECUENCIA_P,ID,Sexo,Edad,Parentesco,Estado_civil,Conyuge,Padre_vive,Madre_vive,Cultura,Campesino,Satisfaccion_vida,Satisfaccion_economica,Satisfaccion_salud,Satisfaccion_trabajo,Felicidad,Tristeza,Escalon_vida,Tiene_EPS,Percepcion,Prepagada,Estado_salud,Enfermedad_grave,Sabe_escribir_leer,Estudia?,Nivel_educativo,Publico_privado,Actividad,Pension,Recibe_ingreso,Recibe_ingreso_alimento,Recibe_ingreso_bienes
7124272,1,1,1,2,1,4,3,2,1,4,2,690000,230000,3,1,1080000,2, , ,82000,24000,1,3,2,23,3,5, ,1,1,6,2,10,9,9,9,4,5,5,1,2,2,2,2,1,2,5, ,4,2,2,2,2
7124276,1,1,1,2,1,4,5,1,1,2,1,1343538,268707,5,1,1700000, ,1,2,25000,12000,1,3,1,43,1,2,1,2,2,6,2,10,3,4,2,3,5,6,1,2,2,3,1,1,2,4, ,1,2,2,2,2
7124276,1,1,1,2,1,4,5,1,1,2,1,1343538,268707,5,1,1700000, ,1,2,25000,12000,1,3,2,39,2,2,1,2,2,6,2,5,0,9,0,5,0,6,1,2,2,2,2,1,2,9, ,1,2,2,2,2
7124276,1,1,1,2,1,4,5,1,1,2,1,1343538,268707,5,1,1700000, ,1,2,25000,12000,1,3,1,18,3,5, ,1,1,6,2,8,9,10,9,8,2,8,1,2,2,2,2,1,1, ,2,3,2,2,2,2
7124276,1,1,1,2,1,4,5,1,1,2,1,1343538,268707,5,1,1700000, ,1,2,25000,12000,1,2,2,17,3,5, ,1,1,6,2,8,8,9,10,8,2,9,1,2,2,2,2,1,1, ,2,3,2,2,2,2
7124291,1,1,1,2,1,4,1,3,1,3,1,1357500,678750,2,1,790000,2,3, ,102000,22000,1,3,1,49,1,2,1,2,2,6,2,10,10,10,1,9,2,10,2, ,2,1,2,1,2,7, ,1,1,2,2,2
7124291,1,1,1,2,1,4,1,3,1,3,1,1357500,678750,2,1,790000,2,3, ,102000,22000,1,3,2,44,2,2,1,2,2,6,2,10,9,9,8,8,2,10,2, ,2,2,2,1,2,7, ,2,2,2,2,2
7124558,1,1,1,2,1,6,4,1,1,3,2,181666,36333,5,1,380000, ,2, ,99,15000,1,3,1,61,1,6,1,3,2,6,1,6,99,6,6,5,7,6,1,2,2,2,1,2,2,1, ,5,2,2,2,2
7124558,1,1,1,2,1,6,4,1,1,3,2,181666,36333,5,1,380000, ,2, ,99,15000,1,3,2,51,2,6,1,3,3,6,1,10,5,4,6,6,6,5,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7124558,1,1,1,2,1,6,4,1,1,3,2,181666,36333,5,1,380000, ,2, ,99,15000,1,3,2,18,4,5, ,2,2,6,1,10,99,3,7,10,0,5,1,3,2,2,2,1,2,5, ,4,2,2,2,2
7124558,1,1,1,2,1,6,4,1,1,3,2,181666,36333,5,1,380000, ,2, ,99,15000,1,2,1,16,4,5, ,2,2,6,2,8,99,7,7,10,0,8,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7124558,1,1,1,2,1,6,4,1,1,3,2,181666,36333,5,1,380000, ,2, ,99,15000,1,2,2,15,4,5, ,2,2,6,1,10,99,10,10,8,0,8,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7124809,3,1,1,1,1,6,4,1,1,3,1,50000,50000,1,1,600000, , , ,35000,2000,1,3,2,43,1,6,2,3,3,6,2,6,99,2,1,5,3,7,1,2,2,4,2,1,2,3, ,6,2,2,2,2
7124854,3,1,1,1,5,7,4,1,1,1,1,879333,219833,4,1,2000000, ,1, ,30000, ,1,3,1,38,1,6,1,2,2,6,2,10,10,10,8,5,5,6,1,2,2,3,2,1,2,3, ,1,2,2,2,2
7124854,3,1,1,1,5,7,4,1,1,1,1,879333,219833,4,1,2000000, ,1, ,30000, ,1,3,2,32,2,6,1,3,3,6,2,10,99,7,8,10,0,9,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7124854,3,1,1,1,5,7,4,1,1,1,1,879333,219833,4,1,2000000, ,1, ,30000, ,1,2,2,15,3,5, ,1,1,6,1,10,99,10,10,10,0,9,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7124854,3,1,1,1,5,7,4,1,1,1,1,879333,219833,4,1,2000000, ,1, ,30000, ,1,2,1,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7124864,3,1,1,1,5,6,4,1,1,3,2,875833,218958,4,1,670000, , , ,30000, ,1,3,2,30,1,4, ,2,2,6,1,9,7,7,7,7,0,8,1,3,2,3,2,1,2,7, ,1,2,2,2,2
7124864,3,1,1,1,5,6,4,1,1,3,2,875833,218958,4,1,670000, , , ,30000, ,1,2,2,14,3,5, ,2,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7124864,3,1,1,1,5,6,4,1,1,3,2,875833,218958,4,1,670000, , , ,30000, ,1,2,2,14,3,5, ,2,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7124870,3,1,2,1,1,4,4,1,1,4,3,2325000,581250,4,1,2400000,1,3,1,52000, ,1,3,1,69,1,6,1,3,3,6,1,10,8,8,8,10,0,10,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7124870,3,1,2,1,1,4,4,1,1,4,3,2325000,581250,4,1,2400000,1,3,1,52000, ,1,3,2,63,2,6,1,3,3,6,1,8,99,8,3,10,0,8,1,2,2,2,1,1,2,3, ,4,2,2,2,2
7124870,3,1,2,1,1,4,4,1,1,4,3,2325000,581250,4,1,2400000,1,3,1,52000, ,1,3,1,18,3,5, ,2,2,6,1,10,99,9,0,10,0,10,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7124891,3,1,1,1,1,4,3,2,1,4,2,7125000,3562500,2,1,750000,1,1, ,125000,15000,1,3,2,59,1,3, ,1,3,6,2,3,3,3,3,2,10,0,1,2,2,3,1,1,2,3, ,4,2,2,2,1
7124891,3,1,1,1,1,4,3,2,1,4,2,7125000,3562500,2,1,750000,1,1, ,125000,15000,1,3,1,89,5,3, ,3,3,6,2,7,7,7,5,7,0,6,1,2,2,3,1,1,2,3, ,5,2,2,2,2
7124957,3,1,1,1,1,4,4,2,1,3,2,1041666,520833,2,1,2400000, , , ,25000,20000,1,3,2,20,1,6,2,2,2,6,2,9,10,10,10,5,5,5,1,2,2,2,2,1,1, ,1,1,1,2,2,2
7124957,3,1,1,1,1,4,4,2,1,3,2,1041666,520833,2,1,2400000, , , ,25000,20000,1,3,2,22,14,5, ,2,2,6,2,7,8,8,8,5,4,6,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7125275,2,1,2,1,1,4,4,2,1,3,2,1553333,517777,3,1,2080000, ,2, ,99930, ,1,3,2,40,1,4, ,2,2,6,1,10,5,5,5,10,0,10,1,3,2,2,1,1,2,3, ,1,2,2,2,2
7125275,2,1,2,1,1,4,4,2,1,3,2,1553333,517777,3,1,2080000, ,2, ,99930, ,1,3,1,18,3,5, ,2,1,6,1,6,7,7,1,10,0,8,1,2,2,2,2,1,2,4, ,2,2,2,2,2
7125358,2,1,1,2,1,6,1,1,1,4,2,1631000,407750,4,1,400000,2,1, ,148000,28000,1,3,2,47,1,4, ,3,3,6,2,10,10,5,9,4,7,10,1,2,2,3,1,1,2,3, ,1,2,2,2,2
7125358,2,1,1,2,1,6,1,1,1,4,2,1631000,407750,4,1,400000,2,1, ,148000,28000,1,3,1,28,3,5, ,2,1,6,2,8,6,8,8,6,3,7,1,3,2,1,2,1,2,5, ,1,1,2,2,2
7125358,2,1,1,2,1,6,1,1,1,4,2,1631000,407750,4,1,400000,2,1, ,148000,28000,1,2,2,17,4,5, ,2,2,6,2,10,9,9,10,8,0,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7125363,2,1,1,1,1,4,4,2,1,2,1,2238166,559541,4,1,800000,3,1, ,60000, ,1,3,2,41,1,6,1,3,2,6,2,7,0,8,8,8,0,6,1,4,2,2,2,1,2,11, ,1,1,2,2,2
7125363,2,1,1,1,1,4,4,2,1,2,1,2238166,559541,4,1,800000,3,1, ,60000, ,1,3,1,40,2,6,1,2,2,6,2,8,6,7,9,8,0,7,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7125363,2,1,1,1,1,4,4,2,1,2,1,2238166,559541,4,1,800000,3,1, ,60000, ,1,3,1,18,3,5, ,1,1,6,2,8,4,9,10,8,0,7,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7125600,3,1,1,1,1,4,3,2,1,4,3,2436666,406111,6,1,1700000, ,3, ,35000,23000,1,3,2,51,1,2,1,3,3,6,1,10,4,2,10,3,9,3,1,3,2,2,2,1,2,3, ,4,2,2,2,2
7125600,3,1,1,1,1,4,3,2,1,4,3,2436666,406111,6,1,1700000, ,3, ,35000,23000,1,3,1,60,2,2,1,3,3,6,1,5,4,8,5,5,2,5,1,2,2,3,2,2,2,1, ,1,2,2,2,2
7125600,3,1,1,1,1,4,3,2,1,4,3,2436666,406111,6,1,1700000, ,3, ,35000,23000,1,3,1,34,3,5, ,1,1,6,1,7,5,8,6,6,7,7,1,3,2,2,2,1,1, ,1,1,1,2,2,2
7125600,3,1,1,1,1,4,3,2,1,4,3,2436666,406111,6,1,1700000, ,3, ,35000,23000,1,3,1,22,3,5, ,1,1,6,1,8,6,7,5,9,2,9,1,3,2,2,2,1,2,4, ,1,2,2,2,2
7125600,3,1,1,1,1,4,3,2,1,4,3,2436666,406111,6,1,1700000, ,3, ,35000,23000,1,3,2,27,3,6,2,1,1,6,1,10,5,10,10,10,3,3,1,4,2,2,2,1,2,9, ,4,2,2,1,2
7125674,3,1,1,2,1,4,4,2,1,3,2,1723481,430870,4,2,720000,1,1,1,40000,15000,1,3,1,45,1,2,1,2,2,6,2,10,10,10,10,10,0,10,1,3,2,2,2,1,2,4, ,1,1,2,2,2
7125674,3,1,1,2,1,4,4,2,1,3,2,1723481,430870,4,2,720000,1,1,1,40000,15000,1,3,2,37,2,2,1,2,2,6,2,10,99,4,0,5,5,10,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7125674,3,1,1,2,1,4,4,2,1,3,2,1723481,430870,4,2,720000,1,1,1,40000,15000,1,2,2,15,3,5, ,1,1,6,2,10,99,10,0,10,0,9,1,2,2,1,2,1,1, ,1,3,2,2,2,2
7125760,3,1,1,2,1,4,3,5,1,4,1,2410296,1205148,2,1,400000,2,2,3,130000, ,1,3,2,27,1,2,1,2,2,6,1,10,5,9,9,10,0,10,1,1,1,1,2,1,2,7, ,1,1,2,2,2
7125760,3,1,1,2,1,4,3,5,1,4,1,2410296,1205148,2,1,400000,2,2,3,130000, ,1,3,1,29,2,2,1,2,2,6,2,8,5,7,2,5,1,10,1,2,2,2,2,1,1, ,2,1,1,2,2,2
7125826,3,1,2,1,1,4,3,1,1,3,3,958333,191666,5,1,1000000, ,1, ,32000,12000,1,3,1,43,1,2,1,2,2,6,1,8,7,10,10,10,0,8,1,2,2,2,2,1,2,4, ,1,1,2,2,2
7125826,3,1,2,1,1,4,3,1,1,3,3,958333,191666,5,1,1000000, ,1, ,32000,12000,1,3,2,41,2,2,1,2,2,6,1,8,99,8,10,10,0,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7125826,3,1,2,1,1,4,3,1,1,3,3,958333,191666,5,1,1000000, ,1, ,32000,12000,1,3,1,23,3,5, ,2,1,6,1,8,8,10,8,10,0,9,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7125826,3,1,2,1,1,4,3,1,1,3,3,958333,191666,5,1,1000000, ,1, ,32000,12000,1,3,1,18,3,5, ,1,1,6,1,8,8,10,9,9,1,10,1,2,2,1,2,1,1, ,1,3,2,2,2,2
7125826,3,1,2,1,1,4,3,1,1,3,3,958333,191666,5,1,1000000, ,1, ,32000,12000,1,2,2,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7125959,6,1,1,2,1,4,1,1,1,3,2,45000,11250,4,1,98,2,2, ,100000, ,1,3,2,38,1,4, ,2,2,6,2,10,5,5,4,5,5,7,1,2,2,3,2,1,2,5, ,2,2,2,2,2
7125959,6,1,1,2,1,4,1,1,1,3,2,45000,11250,4,1,98,2,2, ,100000, ,1,3,1,19,3,5, ,2,1,6,2,10,7,5,10,7,5,8,1,2,2,3,1,1,2,4, ,1,2,2,2,2
7125959,6,1,1,2,1,4,1,1,1,3,2,45000,11250,4,1,98,2,2, ,100000, ,1,3,1,18,3,5, ,2,1,6,2,10,99,10,10,5,0,6,1,2,2,2,2,1,2,4, ,4,2,2,2,2
7126307,9,1,1,1,1,4,4,2,1,4,2,1166666,583333,2,1,2000000, ,1, ,43000,22000,1,3,2,57,1,3, ,2,3,6,1,5,99,4,3,7,2,7,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7126307,9,1,1,1,1,4,4,2,1,4,2,1166666,583333,2,1,2000000, ,1, ,43000,22000,1,3,1,36,3,4, ,3,1,6,1,7,5,7,7,0,5,6,9, ,2,2,2,1,2,4, ,1,2,2,2,2
7126322,9,1,1,2,5,6,4,2,1,3,3,2318333,772777,3,1,300000,3,3, ,30000, ,1,3,2,42,1,2,2,2,2,6,1,10,5,3,10,10,0,10,1,2,2,3,1,1,2,5, ,4,2,2,1,1
7126322,9,1,1,2,5,6,4,2,1,3,3,2318333,772777,3,1,300000,3,3, ,30000, ,1,3,1,18,3,5, ,2,1,6,1,8,7,9,7,8,0,7,1,2,2,2,2,1,2,7, ,1,2,2,2,2
7126330,9,1,1,1,8,6,4,1,1,3,2,1975000,493750,4,2,1200000,2,1, ,14000,8000,1,3,2,32,1,6,1,2,2,6,2,7,7,9,6,10,0,9,1,2,2,3,2,1,2,5, ,4,2,2,2,2
7126330,9,1,1,1,8,6,4,1,1,3,2,1975000,493750,4,2,1200000,2,1, ,14000,8000,1,3,1,36,2,6,1,2,2,6,2,10,6,7,8,8,1,8,1,2,2,2,2,1,2,7, ,1,2,2,2,2
7126330,9,1,1,1,8,6,4,1,1,3,2,1975000,493750,4,2,1200000,2,1, ,14000,8000,1,2,2,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7126409,9,1,1,1,1,6,4,1,1,4,2,251666,125833,2,1,80000, , , ,1760,1250,1,3,1,78,1,6,1,3,3,6,1,7,2,4,6,9,2,8,1,2,2,2,2,1,2,1, ,4,2,2,2,2
7126409,9,1,1,1,1,6,4,1,1,4,2,251666,125833,2,1,80000, , , ,1760,1250,1,3,2,80,2,6,1,3,3,6,1,7,99,2,2,7,0,6,1,2,2,2,2,2,2,1, ,4,2,2,2,2
7126413,9,1,1,1,1,6,4,1,1,2,1,366666,366666,1,1,50000, ,1, ,11600,11000,1,3,2,64,1,3, ,3,3,6,1,7,6,7,5,7,0,7,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7126449,9,1,2,1,5,6,4, ,1,2,2,616666,308333,2,2,400000, , , , , ,1,3,2,72,1,6,1,3,3,6,1,10,10,7,10,10,7,10,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7126449,9,1,2,1,5,6,4, ,1,2,2,616666,308333,2,2,400000, , , , , ,1,3,1,69,2,6,1,3,3,6,1,8,9,7,9,10,8,9,1,2,2,3,2,1,2,1, ,1,2,2,2,2
7126569,1,1,1,1,1,6,3,1,1,4,3,385000,77000,5,2,300000,2,2, ,40000,25000,1,3,1,51,1,2,1,3,2,6,1,7,7,6,7,7,7,7,1,2,2,2,2,1,2,4, ,1,2,2,2,2
7126569,1,1,1,1,1,6,3,1,1,4,3,385000,77000,5,2,300000,2,2, ,40000,25000,1,3,2,44,2,2,1,2,2,6,1,8,8,7,7,7,3,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7126569,1,1,1,1,1,6,3,1,1,4,3,385000,77000,5,2,300000,2,2, ,40000,25000,1,3,1,19,3,5, ,1,1,6,2,8,99,8,0,8,2,7,1,2,2,2,2,1,2,5, ,2,2,2,2,2
7126569,1,1,1,1,1,6,3,1,1,4,3,385000,77000,5,2,300000,2,2, ,40000,25000,1,2,1,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7126569,1,1,1,1,1,6,3,1,1,4,3,385000,77000,5,2,300000,2,2, ,40000,25000,1,2,2,12,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7126689,2,1,1,2,1,4,1,2,1,2,2,780000,195000,4,1,900000, ,2, ,25000,11000,1,3,2,39,1,4, ,2,2,6,1,8,8,8,8,7,3,6,1,4,2,2,2,1,2,7, ,1,1,2,2,2
7126689,2,1,1,2,1,4,1,2,1,2,2,780000,195000,4,1,900000, ,2, ,25000,11000,1,3,2,19,3,5, ,2,1,6,1,8,9,8,4,8,3,7,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7126689,2,1,1,2,1,4,1,2,1,2,2,780000,195000,4,1,900000, ,2, ,25000,11000,1,2,2,14,3,5, ,2,1,6, , , , , , , , ,1,2,2,1,2,1,1, ,1,3, ,2,2,2
7126689,2,1,1,2,1,4,1,2,1,2,2,780000,195000,4,1,900000, ,2, ,25000,11000,1,2,1,13,3,5, ,2,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7126690,2,1,1,1,1,4,3,2,1,4,4,1308333,654166,2,1,300000,1,2, ,15000, ,1,3,1,42,1,5, ,2,1,6,1,9,7,9,8,9,0,9,1,2,2,1,2,1,2,7, ,1,2,2,2,2
7126690,2,1,1,1,1,4,3,2,1,4,4,1308333,654166,2,1,300000,1,2, ,15000, ,1,3,2,75,5,3, ,3,3,6,1,9,8,5,8,9,0,6,1,2,2,3,1,1,2,3, ,4,2,2,2,2
7126703,2,1,2,1,1,4,3,2,1,5,3,2600466,650116,4,1,960000, , , ,8600, ,1,3,1,60,1,2,1,3,2,6,1,6,5,1,2,2,6,4,1,2,2,3,1,1,2,3, ,1,2,2,2,2
7126703,2,1,2,1,1,4,3,2,1,5,3,2600466,650116,4,1,960000, , , ,8600, ,1,3,2,51,2,2,1,2,2,6,1,7,5,6,5,5,4,5,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7126703,2,1,2,1,1,4,3,2,1,5,3,2600466,650116,4,1,960000, , , ,8600, ,1,3,1,22,3,5, ,1,1,6,2,8,6,9,7,6,0,4,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7126703,2,1,2,1,1,4,3,2,1,5,3,2600466,650116,4,1,960000, , , ,8600, ,1,3,2,18,3,5, ,1,1,6,1,5,1,10,3,6,0,5,1,2,2,2,2,1,2,5, ,1,2,2,2,2
7126736,2,1,1,2,1,4,1,2,1,3,2,657500,328750,2,1,450000,1,1, ,25000,18000,1,3,2,63,1,3, ,3,3,6,2,6,4,7,4,5,8,5,1,2,2,2,2,1,2,3, ,6,2,2,2,2
7126736,2,1,1,2,1,4,1,2,1,3,2,657500,328750,2,1,450000,1,1, ,25000,18000,1,3,1,21,3,5, ,3,1,6,2,8,5,5,5,8,4,4,1,2,2,3,2,2,2,1, ,5,2,2,2,2
7126900,2,1,1,1,1,4,2,3,1,5,3,3961666,990416,4,1,1200000,2,2,15,120000,30000,1,3,2,42,1,2,1,2,2,6,2,9,7,8,7,8,0,7,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7126900,2,1,1,1,1,4,2,3,1,5,3,3961666,990416,4,1,1200000,2,2,15,120000,30000,1,3,1,45,2,2,1,2,2,6,2,8,4,7,6,9,2,7,1,2,2,2,2,1,2,10, ,1,1,2,2,2
7126900,2,1,1,1,1,4,2,3,1,5,3,3961666,990416,4,1,1200000,2,2,15,120000,30000,1,3,1,21,3,5, ,2,1,6,2,7,99,8,8,5,5,7,1,3,2,2,2,1,1, ,2,3,2,2,2,2
7126900,2,1,1,1,1,4,2,3,1,5,3,3961666,990416,4,1,1200000,2,2,15,120000,30000,1,3,1,18,3,5, ,2,1,6,2,7,2,7,7,7,2,6,1,2,2,2,1,1,2,5, ,6,2,2,2,2
7127053,4,1,1,2,1,6,1,1,1,3,2,956666,191333,5,1,400000,1,1, ,22000,20000,1,3,1,42,1,6,1,2,2,6,2,5,7,3,4,4,8,3,1,2,2,4,1,1,2,5, ,5,2,2,2,2
7127053,4,1,1,2,1,6,1,1,1,3,2,956666,191333,5,1,400000,1,1, ,22000,20000,1,3,2,42,2,6,1,2,2,6,2,7,99,5,5,3,10,3,1,2,2,3,2,1,2,3, ,4,2,2,2,2
7127053,4,1,1,2,1,6,1,1,1,3,2,956666,191333,5,1,400000,1,1, ,22000,20000,1,3,2,21,3,5, ,1,1,6,2,7,6,10,6,6,6,5,1,1,2,2,2,1,2,6, ,1,2,2,2,2
7127053,4,1,1,2,1,6,1,1,1,3,2,956666,191333,5,1,400000,1,1, ,22000,20000,1,3,2,18,3,5, ,1,1,6,2,8,99,7,7,7,1,5,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7127095,4,1,2,1,1,6,3,1,1,4,3,650000,162500,4,1,600000, ,1, ,38000, ,1,3,1,54,1,6,1,2,3,6,1,7,2,8,6,7,3,6,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7127095,4,1,2,1,1,6,3,1,1,4,3,650000,162500,4,1,600000, ,1, ,38000, ,1,3,2,52,2,6,1,2,3,6,1,7,3,7,7,7,3,7,1,2,2,2,2,1,2,3, ,1,2,2,2,2
7127095,4,1,2,1,1,6,3,1,1,4,3,650000,162500,4,1,600000, ,1, ,38000, ,1,3,1,31,3,5, ,1,1,6,1,6,99,9,1,7,3,4,1,2,2,2,2,1,2,5, ,2,2,2,2,2
7127095,4,1,2,1,1,6,3,1,1,4,3,650000,162500,4,1,600000, ,1, ,38000, ,1,3,2,21,3,5, ,1,1,6,1,9,3,10,9,8,2,8,1,2,2,2,2,1,1, ,1,3,2,2,2,2
7127098,4,1,2,1,6,4,3,1,1,6,4,4572148,914429,5,1,800000,2,1, ,60000,12000,1,3,1,54,1,6,1,3,3,6,1,8,6,9,9,10,0,9,1,2,2,2,2,1,2,5, ,1,1,2,2,2
7127098,4,1,2,1,6,4,3,1,1,6,4,4572148,914429,5,1,800000,2,1, ,60000,12000,1,3,2,54,2,6,1,2,2,6,1,9,8,9,10,10,0,9,1,2,2,3,1,1,2,11, ,1,1,2,2,2
7127098,4,1,2,1,6,4,3,1,1,6,4,4572148,914429,5,1,800000,2,1, ,60000,12000,1,2,2,14,3,5, ,1,1,6, , , , , , , , ,1,2,2,2,2,1,1, ,1,3, ,2,2,2
7127098,4,1,2,1,6,4,3,1,1,6,4,4572148,914429,5,1,800000,2,1, ,60000,12000,1,3,2,29,3,6,2,1,1,6,1,10,3,10,10,8,0,8,1,4,2,3,2,1,1, ,1,3,2,2,1,2
7127098,4,1,2,1,6,4,3,1,1,6,4,4572148,914429,5,1,800000,2,1, ,60000,12000,1,2,1,15,4,5, ,2,1,6,1,7,99,4,9,8,2,8,1,4,2,3,1,1,1, ,1,3,2,2,2,2
7127116,3,1,1,2,1,4,1,2,1,2,1,666666,222222,3,3,400000, ,1, ,20000,15000,1,3,2,42,1,5, ,3,3,5,2,4,2,5,4,2,0,10,1,2,2,2,2,1,2,3, ,4,2,2,1,2
7127116,3,1,1,2,1,4,1,2,1,2,1,666666,222222,3,3,400000, ,1, ,20000,15000,1,3,2,39,7,5, ,3,3,5,2,5,5,6,6,10,0,4,1,9,2,3,2,1,2,3, ,1,2,2,2,2
7127232,3,1,2,1,1,6,4,2,1,4,3,1250000,312500,4,2,1800000, ,2, ,70000, ,1,3,1,55,1,4, ,1,1,6,1,7,6,8,7,8,0,8,1,2,2,1,2,1,2,4, ,1,2,2,2,2
7127232,3,1,2,1,1,6,4,2,1,4,3,1250000,312500,4,2,1800000, ,2, ,70000, ,1,3,1,89,5,6,1,3,3,6,1,9,7,3,4,9,0,8,1,2,2,3,1,1,2,3, ,5,2,2,2,2
7127232,3,1,2,1,1,6,4,2,1,4,3,1250000,312500,4,2,1800000, ,2, ,70000, ,1,3,2,84,5,6,1,3,3,6,1,10,4,8,8,10,0,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7127232,3,1,2,1,1,6,4,2,1,4,3,1250000,312500,4,2,1800000, ,2, ,70000, ,1,3,1,37,7,5, ,1,1,6,1,6,99,7,3,8,0,6,1,2,2,2,2,2,2,1, ,5,2,2,2,2
7127342,9,1,1,1,8,7,4,1,1,6,5,150000,25000,6,6,98, , , ,21000, ,1,3,1,67,1,2,1,3,2,1,2,8,8,6,7,6,3,5,1,3,2,3,1,1,2,3, ,1,2,2,2,2
7127342,9,1,1,1,8,7,4,1,1,6,5,150000,25000,6,6,98, , , ,21000, ,1,3,2,68,2,2,1,2,3,1,1,6,6,6,6,7,3,7,1,3,2,2,2,2,2,1, ,1,2,2,2,2
7127342,9,1,1,1,8,7,4,1,1,6,5,150000,25000,6,6,98, , , ,21000, ,1,3,1,44,3,5, ,1,1,1,2,7,8,7,6,8,4,8,1,3,2,2,2,1,2,5, ,4,2,2,2,2
7127342,9,1,1,1,8,7,4,1,1,6,5,150000,25000,6,6,98, , , ,21000, ,1,3,1,42,3,5, ,1,1,1,2,9,9,8,9,8,5,9,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7127342,9,1,1,1,8,7,4,1,1,6,5,150000,25000,6,6,98, , , ,21000, ,1,3,2,40,3,5, ,1,1,1,2,9,9,8,8,8,2,9,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7127342,9,1,1,1,8,7,4,1,1,6,5,150000,25000,6,6,98, , , ,21000, ,1,3,1,33,3,5, ,1,1,1,2,8,7,7,7,2,3,8,1,2,2,2,2,1,2,3, ,4,2,2,2,2
7127345,9,1,1,1,5,6,6,1,1,3,3,175000,19444,9,1,99, , , ,15000, ,1,3,1,40,1,2,1,2,2,1,2,5,6,6,6,5,4,5,1,3,2,2,2,1,2,3, ,4,2,2,2,2
7127345,9,1,1,1,5,6,6,1,1,3,3,175000,19444,9,1,99, , , ,15000, ,1,3,2,37,2,2,1,2,2,1,2,5,5,6,5,5,5,5,1,3,2,2,2,1,2,3, ,1,2,2,2,2
7127345,9,1,1,1,5,6,6,1,1,3,3,175000,19444,9,1,99, , , ,15000, ,1,3,1,19,3,5, ,1,1,1,2,5,6,5,8,5,3,7,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7127345,9,1,1,1,5,6,6,1,1,3,3,175000,19444,9,1,99, , , ,15000, ,1,2,2,17,3,5, ,1,1,1,2,6,6,7,6,5,6,6,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7127345,9,1,1,1,5,6,6,1,1,3,3,175000,19444,9,1,99, , , ,15000, ,1,2,2,16,3,5, ,1,1,1,2,6,7,7,6,5,5,5,1,3,2,2,2,1,1, ,1,3,2,2,2,2
7127345,9,1,1,1,5,6,6,1,1,3,3,175000,19444,9,1,99, , , ,15000, ,1,2,1,14,3,5, ,1,1,1, , , , , , , , ,1,3,2,2,2,1,1, ,1,3, ,2,2,2
7127391,9,1,1,1,1,6,4,1,1,6,5,1758333,219791,8,1,100000,3,2, ,72000, ,1,3,2,63,1,3, ,3,3,6,1,10,99,7,3,10,7,8,1,3,2,3,1,1,2,3, ,4,2,2,2,2
